FECcommittee,icpsr,first,last,fullname,state,chamber,district,party,start,end,twitter,fold,num.tweets,done.handle.no.file,missing,tweets.svd,prop.tweets,has.alt,multiple.dist,alt.dist,dup.account,Official
C00435099,20749,bill,foster,billfoster,IL,House,11,D,3/8/2008,1/3/2019,Foster4Congress,,,,,,,1,,,,0
C00386748,20521,virginia,foxx,virginiafoxx,NC,House,5,R,1/4/2005,1/3/2019,virginiafoxx,2,3424,1,1,NA,NA,1,,,,0
C00386748,20521,virginia,foxx,virginiafoxx,NC,House,5,R,1/4/2005,1/3/2019,foxxforcongress,,,,,,,1,,,,0
C00128868,14824,barney,frank,barneyfrank,MA,House,4,D,1/5/1981,1/3/2013,barneyfrank,3,223,1,1,NA,NA,0,,,,0
C00494856,21321,lois,frankel,loisfrankel,FL,House,21,D,1/3/2013,1/3/2019,reploisfrankel,5,3815,0,0,3020,0.792,1,,,,1
C00494856,21321,lois,frankel,loisfrankel,FL,House,21,D,1/3/2013,1/3/2019,LoisFrankel,,,,,,,1,,,,0
C00570960,40904,alan,franken,alanfranken,MN,Senate,NA,D,7/7/2009,1/3/2021,alfranken,5,2975,0,1,NA,NA,1,,,,0
C00570960,40904,alan,franken,alanfranken,MN,Senate,NA,D,7/7/2009,1/3/2021,SenFranken,,,,,,,1,,,,1
C00367110,20304,trent,franks,trentfranks,AZ,House,8,R,1/7/2003,1/3/2019,reptrentfranks,2,2155,0,0,1622,0.753,0,,,,1
C00299404,29541,rodney,frelinghuysen,rodneyfrelinghuysen,NJ,House,11,R,1/4/1995,1/3/2019,usreprodney,0,857,0,0,841,0.981,0,,,,1
C00454694,20941,marcia,fudge,marciafudge,OH,House,11,D,11/19/2008,1/3/2019,repmarciafudge,6,4750,0,0,4002,0.843,1,,,,1
C00454694,20941,marcia,fudge,marciafudge,OH,House,11,D,11/19/2008,1/3/2019,mlfudge,,,,,,,1,,,,0
C00648295,21920,Russ,Fulcher,russfulcher,ID,House,1,,,,RepRussFulcher,,,,,,,1,,,,1
C00648295,21920,Russ,Fulcher,russfulcher,ID,House,1,,,,RussFulcher,,,,,,,1,,,,0
C00497396,21324,tulsi,gabbard,tulsigabbard,HI,House,2,D,1/3/2013,1/3/2019,tulsipress,0,2510,0,0,2059,0.82,1,,,,0
C00497396,21324,tulsi,gabbard,tulsigabbard,HI,House,2,D,1/3/2013,1/3/2019,TulsiGabbard,,,,,,,1,,,,0
C00612432,21719,matt,gaetz,mattgaetz,FL,House,1,R,1/3/2017,1/3/2019,mattgaetz,0,6345,0,0,195,0.031,1,,,,0
C00612432,21719,matt,gaetz,mattgaetz,FL,House,1,R,1/3/2017,1/3/2019,RepMattGaetz,,,,,,,1,,,,1
C00610212,21720,mike,gallagher,mikegallagher,WI,House,8,R,1/3/2017,1/3/2019,repgallagher,5,315,0,0,213,0.676,1,,,,1
C00610212,21720,mike,gallagher,mikegallagher,WI,House,8,R,1/3/2017,1/3/2019,MikeforWI,,,,,,,1,,,,0
C00194803,15413,elton,gallegly,eltongallegly,CA,House,24,R,1/6/1987,1/3/2013,eltongallegly24,2,397,1,0,NA,NA,0,,,,0
C00501908,21363,pete,gallego,petegallego,TX,House,23,D,1/3/2013,1/3/2015,pete4tx,2,857,0,0,209,0.244,1,,,,0
C00501908,21363,pete,gallego,petegallego,TX,House,23,D,1/3/2013,1/3/2015,petegallego,,,,,,,1,,,,0
C00558627,21502,ruben,gallego,rubengallego,AZ,House,7,D,1/6/2015,1/3/2019,reprubengallego,2,2288,0,0,1689,0.738,1,,,,1
C00558627,21502,ruben,gallego,rubengallego,AZ,House,7,D,1/6/2015,1/3/2019,RubenGallego,,,,,,,1,,,,0
C00462697,20958,john,garamendi,johngaramendi,CA,House,3,D,11/3/2009,1/3/2019,repgaramendi,0,10410,1,0,6138,0.59,1,,,,1
C00462697,20958,john,garamendi,johngaramendi,CA,House,3,D,11/3/2009,1/3/2019,JohnGaramendi,,,,,,,1,,,,0
C00661777,21921,Chuy,Garcia,chuygarcia,IL,House,4,,,,RepChuyGarcia,,,,,,,1,,,,1
C00661777,21921,Chuy,Garcia,chuygarcia,IL,House,4,,,,ChuyForCongress,,,,,,,1,,,,0
C00521781,21322,joe,garcia,joegarcia,FL,House,26,D,1/3/2013,1/3/2015,joegarcia,7,3836,0,0,1388,0.362,0,,,,0
C00660555,21922,sylvia,garcia,sylviagarcia,TX,House,29,,,,LaCongresista,,,,,,,1,,,,0
C00660555,21922,sylvia,garcia,sylviagarcia,TX,House,29,,,,RepSylviaGarcia,,,,,,,1,,,,1
C00492454,21112,cory,gardner,corygardner,CO,Senate,NA,R,1/5/2011,1/3/2021,sencorygardner,2,3411,0,0,3071,0.9,1,,,,1
C00492454,21112,cory,gardner,corygardner,CO,Senate,NA,R,1/5/2011,1/3/2021,CoryGardner,,,,,,,1,,,,0
C00386110,20336,scott,garrett,scottgarrett,NJ,House,5,R,1/7/2003,1/3/2017,repgarrett,0,800,0,0,711,0.889,0,,,,1
C00607101,21721,thomas,garrett,thomasgarrett,VA,House,5,R,1/3/2017,1/3/2019,rep_tom_garrett,1,259,0,0,190,0.734,1,,,,1
C00607101,21721,thomas,garrett,thomasgarrett,VA,House,5,R,1/3/2017,1/3/2019,RepTomGarrett,,,,,,,1,,,,1
C00466516,,bob,gibbs,bobgibbs,OH,House,7,R,,,Bob_Gibbs,,,,,,,,,,,
C00466516,21165,bob,gibbs,bobgibbs,OH,House,7,R,1/5/2011,1/3/2019,repbobgibbs,6,2708,0,0,1948,0.719,0,,,,1
C00477984,21156,christopher,gibson,christophergibson,NY,House,19,R,1/5/2011,1/3/2017,repchrisgibson,2,1685,0,0,1548,0.919,1,1,20,,1
C00477984,21156,christopher,gibson,christophergibson,NY,House,19,R,1/5/2011,1/3/2017,ChrisGibsonNY,,,,,,,1,1,20,,0
C00417618,20701,gabrielle,giffords,gabriellegiffords,AZ,House,8,D,1/4/2007,1/25/2012,gabbygiffords,0,2826,0,0,1211,0.429,0,,,,0
C00413914,20735,kirsten,gillibrand,kirstengillibrand,NY,Senate,NA,D,1/4/2007,1/3/2019,sengillibrand,0,14445,0,0,12923,0.895,1,,,,1
C00413914,20735,kirsten,gillibrand,kirstengillibrand,NY,Senate,NA,D,1/4/2007,1/3/2019,gillibrandny,,,,,,,1,,,,0
C00370783,20319,phil,gingrey,philgingrey,GA,House,11,R,1/7/2003,1/3/2015,drphilgingrey,5,1875,0,0,426,0.227,1,,,,0
C00370783,20319,phil,gingrey,philgingrey,GA,House,11,R,1/7/2003,1/3/2015,philgingreymd,7,976,0,0,67,0.069,1,,,,0
C00386532,20527,louie,gohmert,louiegohmert,TX,House,1,R,1/4/2005,1/3/2019,replouiegohmert,5,5400,0,1,NA,NA,1,,,,1
C00386532,20527,louie,gohmert,louiegohmert,TX,House,1,R,1/4/2005,1/3/2019,LouieGohmertTX1,,,,,,,1,,,,0
C00653816,21923,jared,golden,jaredgolden,ME,House,2,,,,repgolden,,,,,,,1,,,,1
C00653816,21923,jared,golden,jaredgolden,ME,House,2,,,,golden4congress,,,,,,,1,,,,0
C00654079,21924,anthony,gonzalez,anthonygonzalez,OH,House,16,,,,RepAGonzalez,,,,,,,1,,,,1
C00654079,21924,anthony,gonzalez,anthonygonzalez,OH,House,16,,,,anthonygonzalez,,,,,,,1,,,,0
C00330084,29943,charles,gonzalez,charlesgonzalez,TX,House,20,D,1/6/1999,1/3/2013,tx20charlieg,2,1039,0,0,324,0.312,1,,,,0
C00330084,29943,charles,gonzalez,charlesgonzalez,TX,House,20,D,1/6/1999,1/3/2013,RepGonzalez,,,,,,,1,,,1,1
C00592659,21722,vicente,gonzalez,vicentegonzalez,TX,House,15,D,1/3/2017,1/3/2019,vicentecongress,1,637,0,0,20,0.031,1,,,,0
C00592659,21722,vicente,gonzalez,vicentegonzalez,TX,House,15,D,1/3/2017,1/3/2019,RepGonzalez,,,,,,,1,,,1,1
C00662601,21925,lance,gooden,lancegooden,TX,House,5,,,,Lancegooden,,,,,,,1,,,,0
C00662601,21925,lance,gooden,lancegooden,TX,House,5,,,,RepLanceGooden,,,,,,,1,,,,1
C00257956,39308,bob,goodlatte,bobgoodlatte,VA,House,6,R,1/5/1993,1/3/2019,repgoodlatte,7,5222,0,0,3921,0.751,1,,,,1
C00257956,39308,bob,goodlatte,bobgoodlatte,VA,House,6,R,1/5/1993,1/3/2019,BobGoodlatte6,,,,,,,1,,,,0
C00461806,21103,paul,gosar,paulgosar,AZ,House,4,R,1/5/2011,1/3/2019,repgosar,6,6931,0,0,5649,0.815,1,,,,1
C00461806,21103,paul,gosar,paulgosar,AZ,House,4,R,1/5/2011,1/3/2019,DrPaulGosar,,,,,,,1,,,,0
C00573949,21723,josh,gottheimer,joshgottheimer,NJ,House,5,D,1/3/2017,1/3/2019,repjoshg,7,362,1,0,265,0.732,1,,,,1
C00573949,21723,josh,gottheimer,joshgottheimer,NJ,House,5,D,1/3/2017,1/3/2019,JoshGottheimer,,,,,,,1,,,,0
C00462523,21175,trey,gowdy,treygowdy,SC,House,4,R,1/5/2011,1/3/2019,tgowdysc,2,1727,1,0,1372,0.794,1,,,,0
C00462523,21175,trey,gowdy,treygowdy,SC,House,4,R,1/5/2011,1/3/2019,tgowdy,,,,,,,1,,,,0
C00543249,21511,gwen,graham,gwengraham,FL,House,2,D,1/6/2015,1/3/2017,repgwengraham,5,1253,0,1,NA,NA,0,,,,1
C00458828,29566,lindsey,graham,lindseygraham,SC,Senate,NA,R,1/4/1995,1/3/2021,grahamblog,4,4243,0,0,3786,0.892,1,,,,0
C00458828,29566,lindsey,graham,lindseygraham,SC,Senate,NA,R,1/4/1995,1/3/2021,LindseyGrahamSC,,,,,,,1,,,,0
C00310532,,kay,granger,kaygranger,TX,House,12,R,,,GrangerCampaign,,,,,,,,,,,
C00310532,29762,kay,granger,kaygranger,TX,House,12,R,1/7/1997,1/3/2019,repkaygranger,0,1347,0,0,1218,0.904,0,,,,1
C00230482,14226,charles,grassley,charlesgrassley,IA,Senate,NA,R,1/14/1975,1/3/2023,chuckgrassley,0,5617,0,0,4978,0.886,1,,,,0
C00230482,14226,charles,grassley,charlesgrassley,IA,Senate,NA,R,1/14/1975,1/3/2023,GrassleyPress,,,,,,,1,,,,0
C00558486,21523,garret,graves,garretgraves,LA,House,6,R,1/6/2015,1/3/2019,repgarretgraves,6,2180,1,0,1200,0.55,1,,,,1
C00558486,21523,garret,graves,garretgraves,LA,House,6,R,1/6/2015,1/3/2019,garretgraves,,,,,,,1,,,,0
C00359034,20124,sam,graves,samgraves,MO,House,6,R,1/3/2001,1/3/2019,repsamgraves,1,6915,1,0,5447,0.788,0,,,,1
C00462556,20962,tom,graves,tomgraves,GA,House,14,R,6/8/2010,1/3/2019,reptomgraves,5,3277,0,1,NA,NA,1,,,,1
C00462556,20962,tom,graves,tomgraves,GA,House,14,R,6/8/2010,1/3/2019,TomGravesGA14,,,,,,,1,,,,0
C00424713,20908,alan,grayson,alangrayson,FL,House,9,D,1/6/2009,1/3/2017,alangrayson,3,2562,0,0,2342,0.914,0,,,,0
C00578567,20529,al,green,algreen,TX,House,9,D,1/4/2005,1/3/2019,repalgreen,4,749,0,1,NA,NA,0,,,,1
C00254185,39304,gene,green,genegreen,TX,House,29,D,1/5/1993,1/3/2019,repgenegreen,6,1236,0,0,944,0.764,1,,,,1
C00254185,39304,gene,green,genegreen,TX,House,29,D,1/5/1993,1/3/2019,GeneGreen29,,,,,,,1,,,,0
C00658385,21926,mark,green,markgreen,TN,House,7,,,,DrMarkGreen4TN,,,,,,,1,,,,0
C00658385,21926,mark,green,markgreen,TN,House,7,,,,RepMarkGreen,,,,,,,1,,,,1
C00468116,21107,tim,griffin,timgriffin,AR,House,2,R,1/5/2011,1/3/2015,ltgovtimgriffin,6,7443,0,0,5941,0.798,1,,,,0
C00468116,21107,tim,griffin,timgriffin,AR,House,2,R,1/5/2011,1/3/2015,TG4Arkansas,,,,,,,1,,,,0
C00477240,,morgan,griffith,morgangriffith,VA,House,9,R,,,MorganGriffith,,,,,,,,,,,
C00477240,21191,morgan,griffith,morgangriffith,VA,House,9,R,1/5/2011,1/3/2019,repmgriffith,2,983,0,0,855,0.87,0,,,,1
C00374058,20305,raul,grijalva,raulgrijalva,AZ,House,3,D,1/7/2003,1/3/2019,repraulgrijalva,7,2409,0,0,1877,0.779,1,,,,1
C00374058,20305,raul,grijalva,raulgrijalva,AZ,House,3,D,1/7/2003,1/3/2019,standwithraul,,,,,,,1,,,,0
C00470807,21154,michael,grimm,michaelgrimm,NY,House,11,R,1/5/2011,1/3/2015,grimm4congress,4,684,0,0,243,0.355,1,1,13,,0
C00470807,21154,michael,grimm,michaelgrimm,NY,House,11,R,1/5/2011,1/3/2015,RealMGrimm,,,,,,,1,1,13,,0
C00561597,21559,glenn,grothman,glenngrothman,WI,House,6,R,1/6/2015,1/3/2019,repgrothman,1,548,0,0,406,0.741,1,,,,1
C00561597,21559,glenn,grothman,glenngrothman,WI,House,6,R,1/6/2015,1/3/2019,GrothmanforWI,,,,,,,1,,,,0
C00665752,21927,michael,guest,michaelguest,MS,House,3,,,,GuestCongress,,,,,,,1,,,,0
C00665752,21927,michael,guest,michaelguest,MS,House,3,,,,RepMichaelGuest,,,,,,,1,,,,1
C00461350,21152,frank,guinta,frankguinta,NH,House,1,R,1/5/2011,1/3/2017,frankguinta,4,898,0,0,757,0.843,1,,,,0
C00461350,21152,frank,guinta,frankguinta,NH,House,1,R,1/5/2011,1/3/2017,repfrankguinta,6,2185,0,0,1687,0.772,1,,,,1
C00445023,20916,brett,guthrie,brettguthrie,KY,House,2,R,1/6/2009,1/3/2019,repguthrie,6,695,0,0,518,0.745,1,,,,1
C00445023,20916,brett,guthrie,brettguthrie,KY,House,2,R,1/6/2009,1/3/2019,brettguthrie,,,,,,,1,,,,0
C00254581,29348,luis,gutierrez,luisgutierrez,IL,House,4,D,1/5/1993,1/3/2019,repgutierrez,3,4442,1,0,3460,0.779,1,,,,1
C00254581,29348,luis,gutierrez,luisgutierrez,IL,House,4,D,1/5/1993,1/3/2019,LuisGutierrez,,,,,,,1,,,,0
C00639054,21928,deb,haaland,debhaaland,NM,House,1,,,,Deb4CongressNM,,,,,,,1,,,,0
C00639054,21928,deb,haaland,debhaaland,NM,House,1,,,,RepDebHaaland,,,,,,,1,,,,1
C00457622,40907,kay,hagan,kayhagan,NC,Senate,NA,D,1/6/2009,1/3/2015,kayhagan,2,1424,0,0,1343,0.943,0,,,,0
C00550707,21929,Jim,Hagedorn,jimhagedorn,MN,House,1,,,,JimHagedornMN,,,,,,,1,,,,0
C00550707,21929,Jim,Hagedorn,jimhagedorn,MN,House,1,,,,RepHagedorn,,,,,,,1,,,,1
C00493023,21195,janice,hahn,janicehahn,CA,House,44,D,7/19/2011,12/4/2016,supjanicehahn,2,4297,0,0,2823,0.657,1,1,36,,0
C00493023,21195,janice,hahn,janicehahn,CA,House,44,D,7/19/2011,12/4/2016,JaniceHahn,,,,,,,1,1,36,,0
C00120683,14828,ralph,hall,ralphhall,TX,House,4,R,1/5/1981,1/3/2015,ralphhallpress,5,398,0,0,7,0.018,0,,,,0
C00468413,21124,colleen,hanabusa,colleenhanabusa,HI,House,1,D,1/5/2011,1/3/2019,rephanabusa,5,1199,0,0,907,0.756,1,,,,1
C00468413,21124,colleen,hanabusa,colleenhanabusa,HI,House,1,D,1/5/2011,1/3/2019,ColleenHanabusa,,,,,,,1,,,,0
C00633362,21752,karen,handel,karenhandel,GA,House,6,D,,,RepKHandel,,,,,,,1,,,,1
C00633362,21752,karen,handel,karenhandel,GA,House,6,D,,,karenhandel,,,,,,,1,,,,0
C00451005,21157,richard,hanna,richardhanna,NY,House,22,R,1/5/2011,1/3/2017,reprichardhanna,2,3298,0,0,3026,0.918,0,1,24,,1
C00639146,21930,Joshua,Harder,joshuaharder,CA,House,10,,,,RepJoshHarder,,,,,,,1,,,,1
C00639146,21930,Joshua,Harder,joshuaharder,CA,House,10,,,,joshua_harder,,,,,,,1,,,,0
C00550608,21534,cresent,hardy,cresenthardy,NV,House,4,R,1/6/2015,1/3/2017,rephardy,1,1147,0,0,1034,0.901,1,,,,1
C00550608,21534,cresent,hardy,cresenthardy,NV,House,4,R,1/6/2015,1/3/2017,CresentHardy,,,,,,,1,,,,0
C00166827,14230,thomas,harkin,thomasharkin,IA,Senate,NA,D,1/14/1975,1/3/2015,senatorharkin,7,2578,0,0,2417,0.938,0,,,,1
C00441295,20925,gregg,harper,greggharper,MS,House,3,R,1/6/2009,1/3/2019,greggharper,0,2983,0,0,2159,0.724,1,,,,0
C00441295,20925,gregg,harper,greggharper,MS,House,3,R,1/6/2009,1/3/2019,HarperCampaign,,,,,,,1,,,,0
C00435974,21139,andy,harris,andyharris,MD,House,1,R,1/5/2011,1/3/2019,repandyharrismd,2,2553,0,0,1641,0.643,1,,,,1
C00435974,21139,andy,harris,andyharris,MD,House,1,R,1/5/2011,1/3/2019,Harris4Congress,,,,,,,1,,,,0
C00571919,,kamala,harris,kamalaharris,CA,Senate,,,,,SenKamalaHarris,,,,,,,,,,,
C00571919,41701,kamala,harris,kamalaharris,CA,Senate,,D,1/3/2017,1/3/2023,kamalaharris,3,5066,0,0,913,0.18,0,,,,0
C00464602,21149,vicky,hartzler,vickyhartzler,MO,House,4,R,1/5/2011,1/3/2019,rephartzler,0,5119,0,0,4626,0.904,1,,,,1
C00464602,21149,vicky,hartzler,vickyhartzler,MO,House,4,R,1/5/2011,1/3/2019,VickyH4Congress,,,,,,,1,,,,0
C00588772,41702,margaret,hassan,margarethassan,NH,Senate,,D,1/3/2017,1/3/2023,senatorhassan,5,3900,0,0,504,0.129,1,,,,1
C00588772,41702,margaret,hassan,margarethassan,NH,Senate,,D,1/3/2017,1/3/2023,Maggie_Hassan,,,,,,,1,,,,0
C00269837,29337,alcee,hastings,alceehastings,FL,House,20,D,1/5/1993,1/3/2019,rephastingsfl,6,741,0,0,544,0.734,1,,,,1
C00269837,29337,alcee,hastings,alceehastings,FL,House,20,D,1/5/1993,1/3/2019,alcee4congress,,,,,,,1,,,,0
C00286856,29580,doc,hastings,dochastings,WA,House,4,R,1/4/1995,1/3/2015,dochastings,0,809,0,0,575,0.711,0,,,,0
C00104752,14503,orrin,hatch,orrinhatch,UT,Senate,NA,R,1/4/1977,1/3/2019,senorrinhatch,2,6403,0,1,NA,NA,1,,,,1
C00104752,14503,orrin,hatch,orrinhatch,UT,Senate,NA,R,1/4/1977,1/3/2019,OrrinHatch,,,,,,,1,,,,0
C00677898,21931,Jahana,Hayes,jahanahayes,CT,House,5,,,,JahanaHayesCT,,,,,,,1,,,,0
C00677898,21931,Jahana,Hayes,jahanahayes,CT,House,5,,,,JahanaHayes,,,,,,,1,,,,0
C00677898,21931,Jahana,Hayes,jahanahayes,CT,House,5,,,,RepJahanaHayes,,,,,,,1,,,,1
C00466490,21155,nan,hayworth,nanhayworth,NY,House,19,R,1/5/2011,1/3/2013,nanhayworth,5,27,1,1,NA,NA,0,,,,0
C00472159,21369,denny,heck,dennyheck,WA,House,10,D,1/3/2013,1/3/2019,repdennyheck,0,2586,1,0,1646,0.637,1,,,,1
C00472159,21369,denny,heck,dennyheck,WA,House,10,D,1/3/2013,1/3/2019,DennyHeck,,,,,,,1,,,,0
C00434563,20930,martin,heinrich,martinheinrich,NM,Senate,NA,D,1/6/2009,1/3/2019,martinheinrich,2,3508,0,0,2980,0.849,1,,,,0
C00434563,20930,martin,heinrich,martinheinrich,NM,Senate,NA,D,1/6/2009,1/3/2019,TeamHeinrich,,,,,,,1,,,,0
C00505552,41303,heidi,heitkamp,heidiheitkamp,ND,Senate,NA,D,1/3/2013,1/3/2019,senatorheitkamp,0,8063,0,0,7403,0.918,1,,,,1
C00505552,41303,heidi,heitkamp,heidiheitkamp,ND,Senate,NA,D,1/3/2013,1/3/2019,HeidiHeitkamp,,,,,,,1,,,,0
C00494229,20730,dean,heller,deanheller,NV,Senate,NA,R,1/4/2007,1/3/2019,sendeanheller,5,5561,0,1,NA,NA,1,,,,1
C00494229,20730,dean,heller,deanheller,NV,Senate,NA,R,1/4/2007,1/3/2019,DeanHeller,,,,,,,1,,,,0
C00370650,20352,jeb,hensarling,jebhensarling,TX,House,5,R,1/7/2003,1/3/2019,rephensarling,1,796,0,0,638,0.802,0,,,,1
C00472704,21187,jaime,herrerabeutler,jaimeherrerabeutler,WA,House,3,R,1/5/2011,1/3/2019,herrerabeutler,7,490,0,0,466,0.951,1,,,,0
C00472704,21187,jaime,herrerabeutler,jaimeherrerabeutler,WA,House,3,R,1/5/2011,1/3/2019,JaimeForUSRep,,,,,,,1,,,,0
C00544445,21514,jody,hice,jodyhice,GA,House,10,R,1/6/2015,1/3/2019,congressmanhice,4,1144,1,0,841,0.735,1,,,,0
C00544445,21514,jody,hice,jodyhice,GA,House,10,R,1/6/2015,1/3/2019,jodyhice,,,,,,,1,,,,0
C00401034,,brian,higgins,brianhiggins,NY,House,26,D,,,Higgins4WNY,,,,,,,,,,,
C00401034,20519,brian,higgins,brianhiggins,NY,House,26,D,1/4/2005,1/3/2019,repbrianhiggins,3,11732,1,0,8996,0.767,0,,,,1
C00617662,21724,clay,higgins,clayhiggins,LA,House,3,R,1/3/2017,1/3/2019,captclayhiggins,4,684,0,0,66,0.096,1,,,,0
C00617662,21724,clay,higgins,clayhiggins,LA,House,3,R,1/3/2017,1/3/2019,RepClayHiggins,,,,,,,1,,,,1
C00401034,21503,french,hill,frenchhill,AR,House,2,R,1/6/2015,1/3/2019,repfrenchhill,7,1264,0,0,1092,0.864,1,,,,1
C00401034,21503,french,hill,frenchhill,AR,House,2,R,1/6/2015,1/3/2019,ElectFrench,,,,,,,1,,,,0
C00634212,21932,Katie,Hill,katiehill,CA,House,25,,,,RepKatieHill,,,,,,,1,,,,1
C00634212,21932,Katie,Hill,katiehill,CA,House,25,,,,KatieHill4CA,,,,,,,1,,,,0
C00434191,20907,james,himes,jameshimes,CT,House,4,D,1/6/2009,1/3/2019,jahimes,7,7650,0,1,NA,NA,0,,,,0
C00272633,29380,maurice,hinchey,mauricehinchey,NY,House,22,D,1/5/1993,1/3/2013,mauricehinchey,4,279,0,1,NA,NA,0,,,,0
C00310896,29763,rub̩n,hinojosa,rub̩nhinojosa,TX,House,15,D,1/7/1997,1/3/2017,usreprhinojosa,6,2126,0,0,2003,0.942,1,,,,1
C00310896,29763,rub̩n,hinojosa,rub̩nhinojosa,TX,House,15,D,1/7/1997,1/3/2017,Ruben_Hinojosa,,,,,,,1,,,,0
C00420760,20713,mazie,hirono,maziehirono,HI,Senate,NA,D,1/4/2007,1/3/2019,maziehirono,4,4372,0,1,NA,NA,1,,,,0
C00420760,20713,mazie,hirono,maziehirono,HI,Senate,NA,D,1/4/2007,1/3/2019,mazieforhawaii,,,,,,,1,,,,0
C00494013,21194,kathleen,hochul,kathleenhochul,NY,House,26,D,6/1/2011,1/3/2013,repkathyhochul,3,847,0,0,798,0.942,1,,,,1
C00494013,21194,kathleen,hochul,kathleenhochul,NY,House,26,D,6/1/2011,1/3/2013,KathyHochul,,,,,,,1,,,,0
C00494013,21194,kathleen,hochul,kathleenhochul,NY,House,26,D,6/1/2011,1/3/2013,LtGovHochulNY,,,,,,,1,,,,0
C00473371,41107,john,hoeven,johnhoeven,ND,Senate,NA,R,1/5/2011,1/3/2023,senjohnhoeven,3,1909,0,0,1730,0.906,1,,,,1
C00473371,41107,john,hoeven,johnhoeven,ND,Senate,NA,R,1/5/2011,1/3/2023,hoeven4senate,,,,,,,1,,,,0
C00265322,29396,tim,holden,timholden,PA,House,17,D,1/5/1993,1/3/2013,timholdenpa17,3,26,0,0,26,1,0,,,,0
C00499236,21349,george,holding,georgeholding,NC,House,2,R,1/3/2013,1/3/2019,repholding,2,639,0,0,569,0.89,1,,,,1
C00499236,21349,george,holding,georgeholding,NC,House,2,R,1/3/2013,1/3/2019,GeorgeHolding,,,,,,,1,,,,0
C00590463,21725,trey,hollingsworth,treyhollingsworth,IN,House,9,R,1/3/2017,1/3/2019,reptrey,2,68,0,0,58,0.853,1,,,,1
C00590463,21725,trey,hollingsworth,treyhollingsworth,IN,House,9,R,1/3/2017,1/3/2019,VoteForTrey,,,,,,,1,,,,0
C00313684,29923,rush,holt,rushholt,NJ,House,12,D,1/6/1999,1/3/2015,rushholt,0,867,0,0,11,0.013,0,,,,0
C00351379,20103,michael,honda,michaelhonda,CA,House,17,D,1/3/2001,1/3/2017,repmikehonda,6,2930,0,0,2262,0.772,1,1,15,,1
C00351379,20103,michael,honda,michaelhonda,CA,House,17,D,1/3/2001,1/3/2017,mikehonda17,,,,,,,1,1,15,,0
C00648915,21933,kendra,horn,kendrahorn,OK,House,5,,,,RepKendraHorn,,,,,,,1,,,,1
C00648915,21933,kendra,horn,kendrahorn,OK,House,5,,,,HornForCongress,,,,,,,1,,,,0
C00668228,21339,steven,horsford,stevenhorsford,NV,House,4,D,1/3/2013,1/3/2015,rephorsford,0,1608,0,0,1318,0.82,1,,,,1
C00668228,21339,steven,horsford,stevenhorsford,NV,House,4,D,1/3/2013,1/3/2015,StevenHorsford,,,,,,,1,,,,0
C00637371,21934,chrissy,houlahan,chrissyhoulahan,PA,House,6,,,,HoulahanForPa,,,,,,,1,,,,0
C00637371,21934,chrissy,houlahan,chrissyhoulahan,PA,House,6,,,,rephoulahan,,,,,,,1,,,,1
C00140715,,steny,hoyer,stenyhoyer,MD,House,5,D,,,LeaderHoyer,,,,,,,,,,,
C00140715,14873,steny,hoyer,stenyhoyer,MD,House,5,D,1/5/1981,1/3/2019,whiphoyer,3,11981,0,0,10014,0.836,1,,,,0
C00140715,14873,steny,hoyer,stenyhoyer,MD,House,5,D,1/5/1981,1/3/2019,StenyHoyer,,,,,,,1,,,,0
C00504522,21346,richard,hudson,richardhudson,NC,House,8,R,1/3/2013,1/3/2019,reprichhudson,3,4763,0,0,3876,0.814,1,,,,1
C00504522,21346,richard,hudson,richardhudson,NC,House,8,R,1/3/2013,1/3/2019,RichHudson,,,,,,,1,,,,0
C00413096,21134,tim,huelskamp,timhuelskamp,KS,House,1,R,1/5/2011,1/3/2017,conghuelskamp,6,7026,0,0,6300,0.897,1,,,,0
C00413096,21134,tim,huelskamp,timhuelskamp,KS,House,1,R,1/5/2011,1/3/2017,TimHuelskamp,,,,,,,1,,,,0
C00536680,21303,jared,huffman,jaredhuffman,CA,House,2,D,1/3/2013,1/3/2019,jaredhuffman,5,3821,0,0,1202,0.315,1,,,,0
C00536680,21303,jared,huffman,jaredhuffman,CA,House,2,D,1/3/2013,1/3/2019,rephuffman,4,1716,1,0,1082,0.631,1,,,,1
C00459297,21142,bill,huizenga,billhuizenga,MI,House,2,R,1/5/2011,1/3/2019,rephuizenga,1,5489,0,0,4719,0.86,1,,,,1
C00459297,21142,bill,huizenga,billhuizenga,MI,House,2,R,1/5/2011,1/3/2019,billhuizenga,,,,,,,1,,,,0
C00467522,21129,randy,hultgren,randyhultgren,IL,House,14,R,1/5/2011,1/3/2019,rephultgren,1,4279,0,0,2774,0.648,1,,,,1
C00467522,21129,randy,hultgren,randyhultgren,IL,House,14,R,1/5/2011,1/3/2019,RandyHultgren,,,,,,,1,,,,0
C00433524,20963,duncan,hunter,duncanhunter,CA,House,50,R,1/6/2009,1/3/2019,rep_hunter,3,294,0,0,194,0.66,0,,,,1
C00545467,21550,will,hurd,willhurd,TX,House,23,R,1/6/2015,1/3/2019,hurdonthehill,3,3416,1,0,1870,0.547,1,,,,0
C00545467,21550,will,hurd,willhurd,TX,House,23,R,1/6/2015,1/3/2019,WillHurd,,,,,,,1,,,,0
