screen_name,tweet_id,date,date_collected,text,retweets,favorites,retweeted,divisive,id,name
RepDonBeyer,1.02E+18,7/10/2018 17:08,12/9/2018 14:03,"A federal judge ordered Trump to reunite all children separated from their parents by today.

They reunited four ch… https://t.co/WulpakWX0b",851,1018,FALSE,0,RepDonBeyer1.02e+187/10/2018 17:08,zoe
RepPerlmutter,9.82E+17,4/6/2018 16:54,12/9/2018 14:35,"Let's go Rockies!
https://t.co/NiSWg2Gk3I",7,18,FALSE,0,RepPerlmutter9.82e+174/6/2018 16:54,zoe
RogerMarshallMD,9.93E+17,5/7/2018 11:49,11/28/2018 21:16,RT @FLOTUS: Tomorrow is the day! Very excited to announce my initiatives. Tune in live at the @WhiteHouse at 3 PM!,9634,0,FALSE,0,RogerMarshallMD9.93e+175/7/2018 11:49,zoe
OrrinHatch,9.38E+17,12/5/2017 4:30,11/28/2018 18:03,"Thanks to @POTUS @realDonaldTrump for accepting my invitation to come to Utah today. 

As you said, it’s a special place with special people, and they deserve the best. #utpol https://t.co/8Onr9jVjXH",1413,3926,FALSE,0,OrrinHatch9.38e+1712/5/2017 4:30,zoe
RepDeSaulnier,9.55E+17,1/20/2018 4:00,11/28/2018 16:01,"As long as the federal government does not shutdown, I will be hosting a town hall this Tuesday, January 23rd at 6:30 p.m. in Pleasant Hill at Diablo Valley College. To RSVP, please visit our website at: https://t.co/EkE6QZjnJn. We hope to see you there! https://t.co/nzwbziI5Ol",5,13,FALSE,0,RepDeSaulnier9.55e+171/20/2018 4:00,zoe
RepAdamSchiff,7.71E+17,8/30/2016 21:01,11/30/2018 5:58,"If confirmed, death of Abu al-Adnani would be significant blow to ISIS at a time when they are on retreat on the battlefield in Iraq &amp; Syria",2,14,FALSE,0,RepAdamSchiff7.71e+178/30/2016 21:01,zoe
RepBuddyCarter,6.59E+17,10/28/2015 15:30,11/28/2018 14:28,RT @pharmacists: Look who's at the #hillhealthfair @RepBuddyCarter https://t.co/TOPdQacXci,2,0,FALSE,0,RepBuddyCarter6.59e+1710/28/2015 15:30,zoe
RepReneeEllmers,6.22E+17,7/17/2015 14:55,11/29/2018 19:54,My thoughts and prayers continue to be with the families of the U.S. Marines who lost their lives in… https://t.co/Re3oqpm2B7,2,2,FALSE,0,RepReneeEllmers6.22e+177/17/2015 14:55,zoe
MarkUdall,9298022718,2/18/2010 19:45,12/6/2018 12:42,Finished a 2 day trip on the West Slope listening to Coloradans. Today I'll be with President Obama in Denver.,2,0,FALSE,0,MarkUdall92980227182/18/2010 19:45,zoe
ChrisMurphyCT,9.82E+17,4/4/2018 21:06,11/30/2018 2:57,"Great conversation yesterday in New London about transportation in our state and how we can build out our infrastructure for the future. 
https://t.co/gFxBie1jmU",13,55,FALSE,0,ChrisMurphyCT9.82e+174/4/2018 21:06,zoe
RepCurbelo,1.02E+18,7/11/2018 12:48,12/9/2018 13:52,"RT @TheHillEvents: """"""""Without question, the tax reform bill has pushed the economic recovery deeper into our society."""""""" @RepCurbelo says that…",4,0,FALSE,0,RepCurbelo1.02e+187/11/2018 12:48,zoe
RepGeneGreen,9.74E+17,3/13/2018 21:37,11/28/2018 17:33,"@RepWalle @astros Great to see you, Armando!",1,2,FALSE,0,RepGeneGreen9.74e+173/13/2018 21:37,zoe
RepSheaPorter,1.06E+18,11/1/2018 19:50,11/29/2018 0:34,"When I ran a social services agency before @HouseDemocrats passed the #AffordableCareAct, I used to have to tell clients that we couldn’t help them with some of their conditions because they didn’t have health insurance. It was heartbreaking, and many suffered without insurance.",2,3,FALSE,0,RepSheaPorter1.06e+1811/1/2018 19:50,zoe
Randy_Forbes,3.83E+17,9/26/2013 19:31,11/29/2018 20:38,"09/26/1931: USS Ranger (CV-4), first ship designed from the keel up as an aircraft carrier, was laid down at Newport News, VA. #VaHistory",1,0,FALSE,0,Randy_Forbes3.83e+179/26/2013 19:31,zoe
RepRichardHanna,1.48E+17,12/16/2011 19:59,11/29/2018 21:57,"Why I voted Yes on H.Con.Res. 94, which offsets funds in H.R. 3672, the Disaster Relief Appropriations Act: http://t.co/LbTebTSQ #NY24",1,0,FALSE,0,RepRichardHanna1.48e+1712/16/2011 19:59,zoe
PeteSessions,19085254476,7/21/2010 15:36,12/6/2018 12:47,"Today, the Veterans' Affairs Cmte is holding a hearing on treatments for our nations’ veterans & active duty soldiers suffering from TBI.",1,0,FALSE,0,PeteSessions190852544767/21/2010 15:36,zoe
RepEspaillat,1.02E+18,8/2/2018 1:10,11/29/2018 20:09,RT @zabalaaldia: @RepEspaillat  (NY-13) junto con el contralor de la Ciudad de Nueva York Scott M. Stringer y la presidente de Manhattan Ga…,3,0,FALSE,0,RepEspaillat1.02e+188/2/2018 1:10,zoe
RepAdrianSmith,1.02E+18,7/21/2018 2:08,11/30/2018 6:44,"RT @DepSecHargan: As mentioned, I am from Mounds, IL (population: 800) &amp; my mother worked at a rural clinic for 58 years so I know the impo…",4,0,FALSE,0,RepAdrianSmith1.02e+187/21/2018 2:08,zoe
McConnellPress,6.13E+17,6/23/2015 21:50,12/9/2018 13:31,.@SenateMajLdr McConnell congratulates @FortKnoxKY for winning 2015 Army Communities of Excellence Silver Award. http://t.co/ZUrJ41Gfm7,8,4,FALSE,0,McConnellPress6.13e+176/23/2015 21:50,zoe
repgregwalden,6.12E+17,6/18/2015 18:25,11/29/2018 2:04,"#SubCommTech approves the DOTCOM act, bipartisan legislation to protect the #Internet: http://t.co/IPMxDvP5Uh",1,1,FALSE,0,repgregwalden6.12e+176/18/2015 18:25,zoe
auctnr1,8.13E+17,12/26/2016 7:26,12/9/2018 12:34,Church provides #Christmas dinner for hundreds in Springfield https://t.co/O6nLkyC1Xu via @springfieldNL,0,0,FALSE,0,auctnr18.13e+1712/26/2016 7:26,zoe
RepAdrianSmith,8.58E+17,4/27/2017 23:43,11/30/2018 6:44,It was an honor to welcome #NE03 veterans to @uscapitol this evening as part of the Dawson County #HeroFlight. Thank you for your service. https://t.co/2zWUGsMKG0,1,7,FALSE,0,RepAdrianSmith8.58e+174/27/2017 23:43,zoe
bruce_westerman,3.24E+17,4/14/2013 22:56,11/29/2018 2:20,I plan to release details on HB1965 option tomorrow. This will outline substantial health care reforms to incentivize upward mobility. (1/2),4,2,FALSE,0,bruce_westerman3.24e+174/14/2013 22:56,zoe
repjohnkline,6.08E+17,6/8/2015 16:55,11/28/2018 19:46,Enjoyed visiting with @mrslakeville Erin Truax this morning to discuss our shared commitment to fight Alzheimer's. http://t.co/v6aw85oWPZ,0,1,FALSE,0,repjohnkline6.08e+176/8/2015 16:55,zoe
SenLandrieu,2.50E+17,9/24/2012 20:39,11/28/2018 20:03,"B4, during &amp; after #Isaac, I've worked to ensure a coordinated response. Tmw, I continue the effort w/hearing in Gretna http://t.co/ZOVU1uis",0,0,FALSE,0,SenLandrieu2.5e+179/24/2012 20:39,zoe
RepRWilliams,3.48E+17,6/21/2013 18:28,12/9/2018 14:45,"My prayers are with the loved ones of U.S. Army Spc. William Moody of Burleson, TX. He served dutifully and will be remembered eternally.",1,1,FALSE,0,RepRWilliams3.48e+176/21/2013 18:28,zoe
HurdOnTheHill,5.54E+17,1/10/2015 23:44,12/6/2018 12:16,"We've got some amazing folks @LaughlinAFB in Del Rio, #Texas. Thanks for hosting me today! http://t.co/moYbPwib9H",0,1,FALSE,0,HurdOnTheHill5.54e+171/10/2015 23:44,zoe
repcleaver,6.79E+17,12/20/2015 18:14,11/29/2018 17:23,West with the opening drive TD in Baltimore!  Go @Chiefs.,3,6,FALSE,0,repcleaver6.79e+1712/20/2015 18:14,jonathan
RepHultgren,2.69E+17,11/15/2012 15:35,12/6/2018 13:13,About to go on @1440WROK with Scot &amp; Riley to discuss the latest news from Washington. Tune in: http://t.co/zkX05P4e,0,0,FALSE,0,RepHultgren2.69e+1711/15/2012 15:35,jonathan
RonJohnsonWI,4.98E+17,8/8/2014 23:11,12/6/2018 13:44,Beautiful day driving through Richland county #RonOnTheRoad http://t.co/duWCCmawHe,0,0,FALSE,0,RonJohnsonWI4.98e+178/8/2014 23:11,jonathan
RepHanabusa,9.89E+17,4/24/2018 21:14,11/28/2018 17:47,RT @TulsiPress: To our friends on #Kauai: please report any damage to your property from the recent storm on the Kaua‚Äòi County website by c‚Ä¶,12,0,FALSE,0,RepHanabusa9.89e+174/24/2018 21:14,jonathan
RepDianaDeGette,4.51E+17,3/31/2014 16:59,12/6/2018 13:01,"#GetCovered <U+2192> MT """"""""@APkristenwyatt 90 min wait, large crowd at downtown Denver storefront for CO health ins exchange http://t.co/k645OOEOk8""""""""",3,1,FALSE,0,RepDianaDeGette4.51e+173/31/2014 16:59,jonathan
CoryBooker,22823316990,9/2/2010 19:16,12/6/2018 12:00,@uniquenj1 Thanks for being out there. I love when I see parents walking there kids to school and especially when I see dad's doing it,0,0,FALSE,0,CoryBooker228233169909/2/2010 19:16,jonathan
SenAlexander,8.26E+17,1/31/2017 16:46,12/9/2018 15:05,RT @SenatorTimScott: I support @BetsyDeVos - more in this morning‚Äôs @postandcourier: https://t.co/YpYQ81ofmy,65,0,FALSE,0,SenAlexander8.26e+171/31/2017 16:46,jonathan
Randy_Forbes,4.61E+17,4/29/2014 20:00,11/29/2018 20:38,The #Army has a critical role in the #AsiaPacific as well as our maritime forces. Read more in @TheNatlInterest http://t.co/vuadHGEz2o,3,1,FALSE,0,Randy_Forbes4.61e+174/29/2014 20:00,jonathan
SenToomey,1.31E+17,11/1/2011 13:08,12/6/2018 14:17,I‚Äôll be talking with Sue Henry on WILK at 9:30 a.m. Tune in live here: http://t.co/WjB9KYhc,1,0,FALSE,0,SenToomey1.31e+1711/1/2011 13:08,jonathan
ChuckGrassley,1.34E+17,11/7/2011 15:55,12/6/2018 11:55,Pls send Qs now for AskChuck wbcast FacebookEmail or twitter include name&town,4,0,FALSE,0,ChuckGrassley1.34e+1711/7/2011 15:55,jonathan
RepWilson,1.02E+18,7/20/2018 19:38,11/30/2018 9:14,.@MiamiDolphins owner Stephen Ross has been a drum major for social justice for years. He shares a great and wonderful partnership with @5000RoleModels. 1/1 https://t.co/uSGasBNqDQ,26,85,FALSE,0,RepWilson1.02e+187/20/2018 19:38,jonathan
RepShimkus,9.72E+17,3/8/2018 17:19,11/30/2018 6:28,"RT @KeithRothfus: JUST PASSED: My bill, the #SENSEAct, will continue the cleanup of waste coal piles, protecting the environment, saving jo‚Ä¶",10,0,FALSE,0,RepShimkus9.72e+173/8/2018 17:19,jonathan
RubenGallego,9.00E+17,8/22/2017 18:41,11/29/2018 21:09,I am willing to join Sec. Tillerson for increased sanctions on Russia till they comply with norms. https://t.co/OJNCpN1DCd,12,54,FALSE,0,RubenGallego9e+178/22/2017 18:41,jonathan
RepKristiNoem,3.69E+17,8/19/2013 16:03,12/6/2018 13:17,"Looking forward to tomorrow's events in McLaughlin, Little Eagle and Eagle Butte! http://t.co/EXlEPDGRve",3,0,FALSE,0,RepKristiNoem3.69e+178/19/2013 16:03,jonathan
RepRodBlum,5.90E+17,4/20/2015 0:47,11/28/2018 13:28,RT @RodBlum: Huge turnout tonight for Fellowship of Christian Athletes speaker Colt McCoy in Cedar Rapids @fcanews #IA01 http://t.co/YRCWzH‚Ä¶,5,0,FALSE,0,RepRodBlum5.9e+174/20/2015 0:47,jonathan
SenSanders,5.79E+17,3/19/2015 19:40,12/6/2018 14:14,You can watch the #SenateBudget mark-up here: http://t.co/VAnrB1fE9Q,25,12,FALSE,0,SenSanders5.79e+173/19/2015 19:40,jonathan
joekennedy,5.72E+17,3/2/2015 17:42,11/28/2018 19:18,Read the article in @HNNow on the sale of Brayton Point and the severe electric rate hikes http://t.co/Bp7kZdfY6h #mapoli #ma4,3,1,FALSE,0,joekennedy5.72e+173/2/2015 17:42,jonathan
RonPaul,5.99E+17,5/15/2015 16:07,12/6/2018 13:44,"'Bin Laden Killing: Who's Telling The Truth?' - watch today's Liberty Report at the link:
https://t.co/il6LQCOe89",44,34,FALSE,0,RonPaul5.99e+175/15/2015 16:07,jonathan
replouiegohmert,1.75E+17,3/1/2012 18:14,12/6/2018 13:18,FULL VIDEO of my tribute to @AndrewBreitbart http://t.co/4DHkTXvv #greatamericanpatriot,18,3,FALSE,0,replouiegohmert1.75e+173/1/2012 18:14,jonathan
chakafattah,6.12E+17,6/20/2015 12:11,12/9/2018 12:39,http://t.co/abpj8e9hYw via @youtube,1,0,FALSE,0,chakafattah6.12e+176/20/2015 12:11,jonathan
Sen_JoeManchin,8.65E+17,5/18/2017 19:52,11/30/2018 1:42,Today @SenCapito &amp; I petitioned to rename the Huntington VA after my friend &amp; #WV only living Medal of Honor recipient @WoodyWilliams45,6,39,FALSE,0,Sen_JoeManchin8.65e+175/18/2017 19:52,jonathan
McCaskillOffice,5.66E+17,2/12/2015 19:54,12/9/2018 13:31,(2/2) Claire: There‚Äôs more work to be done. I‚Äôm asking for help in my effort to improve vets care across #MO Visit: http://t.co/oGDhyH7cdR,2,1,FALSE,0,McCaskillOffice5.66e+172/12/2015 19:54,jonathan
RepKinzinger,8.60E+17,5/3/2017 15:55,11/30/2018 0:26,"RT @HouseGOP: Thank you to the 29M small businesses that are the backbone of our economy!
#SmallBusinessWeek https://t.co/oQ9foIGSUO",27,0,FALSE,0,RepKinzinger8.6e+175/3/2017 15:55,jonathan
RepSeanMaloney,4.30E+17,2/3/2014 21:55,12/6/2018 13:31,"Today almost 50% of working mothers are unable to take time off to care for a sick child, and 43% cannot afford... http://t.co/YvuHshc6T9",3,1,FALSE,0,RepSeanMaloney4.3e+172/3/2014 21:55,jonathan
RosLehtinen,2.47E+15,11/10/2010 21:29,12/6/2018 13:45,Great to meet with local business leaders! http://yfrog.com/jtbvkdj,1,0,FALSE,0,RosLehtinen2.47e+1511/10/2010 21:29,jonathan
CoryBooker,3.79E+17,9/14/2013 19:26,12/6/2018 11:59,Hope you are sticking with me. RT @LadyProChoice: Lonegan's campaign called me today and told me to rethink my decision to vote for you,9,7,FALSE,0,CoryBooker3.79e+179/14/2013 19:26,jonathan
SteveScalise,9.26E+17,11/2/2017 12:47,12/9/2018 15:47,#TaxReform bill drops today.,123,474,FALSE,0,SteveScalise9.26e+1711/2/2017 12:47,jonathan
RepFredUpton,1.01E+18,6/12/2018 16:25,11/30/2018 8:00,"Included in this package is my bipartisan legislation with @RepDebDingell to get new, non-addictive pain medications to those in need. https://t.co/VkJrGuWM8P",2,5,FALSE,0,RepFredUpton1.01e+186/12/2018 16:25,jonathan
RepBarragan,8.63E+17,5/13/2017 8:40,11/28/2018 10:35,RT @LCVoters: Yes! @Latina magazine profiled one of our champs @RepBarragan on the importance of supporting enviro justice issues. https://‚Ä¶,15,0,FALSE,0,RepBarragan8.63e+175/13/2017 8:40,jonathan
EdMarkey,3.26E+17,4/22/2013 23:51,11/28/2018 21:04,"Ed authored E-Rate program, ensuring children in low-income communities have Internet access http://t.co/g8mNTH4J03 #masen #wbzglobedebate",1,0,FALSE,0,EdMarkey3.26e+174/22/2013 23:51,jonathan
BruceBraley,2.93E+17,1/21/2013 18:46,12/9/2018 12:38,President Obama greeting the Supreme Court. http://t.co/Y2ObohWG,0,0,FALSE,0,BruceBraley2.93e+171/21/2013 18:46,jonathan
RepKevinCramer,5.74E+17,3/6/2015 20:33,11/28/2018 15:13,Cramer Hires Stverak to Oversee Communications and Outreach http://t.co/SWMRFkgsu6,3,1,FALSE,0,RepKevinCramer5.74e+173/6/2015 20:33,jonathan
RepChrisCollins,3.83E+17,9/25/2013 21:10,11/29/2018 17:37,"Tonight HR 3095, a bi-partisan bill that I am a cosponsor of, will be on the floor.",0,0,FALSE,0,RepChrisCollins3.83e+179/25/2013 21:10,jonathan
RepRubenGallego,6.88E+17,1/14/2016 15:22,12/9/2018 14:45,"Need help with a fed agency? Come talk to my staff! Mobile office hrs TODAY @ability360's main office on E. Washington St., 10am-12pm #AZ07",1,0,FALSE,0,RepRubenGallego6.88e+171/14/2016 15:22,jonathan
boblatta,7.10E+16,5/18/2011 23:48,12/6/2018 11:44,"Dear Followers, I am competing in a new media challenge against a Rep. from IL. Help me win by following me. New to recruit new folks.",2,0,FALSE,0,boblatta7.1e+165/18/2011 23:48,jonathan
RepSteveStivers,7.51E+17,7/7/2016 19:20,11/29/2018 1:04,What was your favorite part about @4h? Respond to this post with your favorite pictures and memories.,1,5,FALSE,0,RepSteveStivers7.51e+177/7/2016 19:20,jonathan
JudgeCarter,7.74E+17,9/8/2016 17:42,12/9/2018 13:15,.@wilcogov EMS is rated among the nation's best! Thanks for all you do for #TX31! https://t.co/geyiCLp9lG,0,1,FALSE,0,JudgeCarter7.74e+179/8/2016 17:42,jonathan
RoyBlunt,2.36E+17,8/16/2012 16:35,12/6/2018 13:47,Stopped by the MO Electric Cooperative at @MoStateFair to talk w/ Barry Hart &amp; others about rural energy issues. http://t.co/QEB9yNxQ,1,0,FALSE,0,RoyBlunt2.36e+178/16/2012 16:35,jonathan
aaronschock,2.77E+17,12/7/2012 14:39,11/29/2018 0:19,"Less than 60 followers to 14,000! Will you RT &amp; help me cross 14K followers?",11,1,FALSE,0,aaronschock2.77e+1712/7/2012 14:39,jonathan
RubenKihuen,2.34E+17,8/9/2012 21:57,12/9/2018 15:05,"@kenliu226 Thanks, Ken. I still remember when we met at your house while I was canvassing during my first state Assembly race in 2006.",0,0,FALSE,0,RubenKihuen2.34e+178/9/2012 21:57,jonathan
jontester,2.20E+17,7/3/2012 17:01,11/30/2018 7:28,Lottie the dog is showing off her support for Jon Tester just in time for the 4th of July: http://t.co/PaCaofBF #MTSen,2,0,FALSE,0,jontester2.2e+177/3/2012 17:01,jonathan
CoryBooker,4.33E+17,2/10/2014 16:36,12/6/2018 12:00,Probably more. RT @IAmDubbs: Are you as upset as i am that @Psych_USA is ending?!,14,29,FALSE,0,CoryBooker4.33e+172/10/2014 16:36,jonathan
RobWittman,6774407017,12/17/2009 21:06,12/6/2018 13:43,"RT @BuckMcKeon Just launched the Unmanned Aerial Vehicle #UAV Caucus Web site: Features news, blog, resources http://uav.mckeon.house.gov/",0,0,FALSE,0,RobWittman677440701712/17/2009 21:06,jonathan
foxxforcongress,7.89E+17,10/20/2016 21:13,11/28/2018 17:00,"I voted early today, have you voted? For more info on when/where you can vote early, go to https://t.co/0ovUf2kwEt #TeamFoxx #NC05 https://t.co/A5dsDjO9LE",3,4,FALSE,0,foxxforcongress7.89e+1710/20/2016 21:13,jonathan
SenSchumer,3.96E+17,10/30/2013 19:55,12/9/2018 15:35,Sat down with @AmbDermer today; looking forward to working closely with Israel‚Äôs terrific new Amb. http://t.co/jlzcEr5EuT,9,5,FALSE,0,SenSchumer3.96e+1710/30/2013 19:55,jonathan
SenToomey,8.43E+17,3/17/2017 18:34,11/30/2018 7:45,"Congratulations Natalia Hajlasz from Allderdice HS &amp; Aaron Yeiser from Perkiomen Valley HS, PA‚Äôs 2 Finalists @Society4Science #RegeneronSTS https://t.co/VUMKP8KxUG",2,19,FALSE,0,SenToomey8.43e+173/17/2017 18:34,jonathan
RepEspaillat,1.00E+18,6/1/2018 16:46,12/9/2018 14:05,Happy #PrideMonth2018 #NY13! https://t.co/8Qyz8TJZtT https://t.co/DgXkoHU3J2,1,4,FALSE,0,RepEspaillat1e+186/1/2018 16:46,jonathan
RepKristiNoem,2.23E+17,7/10/2012 14:36,12/6/2018 13:17,U.S. is the greatest nation because of the men &amp; women who fight to defend it. Learn about the bills I supported 4 vets http://t.co/7kjjOhC4,6,1,FALSE,0,RepKristiNoem2.23e+177/10/2012 14:36,jonathan
tedlieu,4.50E+17,3/30/2014 19:59,12/9/2018 15:50,At Handel's Homemade Ice Cream in #RedondoBeach with my kids. Yum! I love living in my district.,0,1,FALSE,0,tedlieu4.5e+173/30/2014 19:59,jonathan
RepBrianMast,9.89E+17,4/24/2018 22:58,11/28/2018 21:17,"It's critical that the authorization for the S.B. 10 reservoir is included in upcoming water infrastructure legislation. Today I joined the @evergfoundation Summit alongside FL Senate President @joenegronfl, &amp; other state &amp; federal leaders, to discuss how we can get the job done! https://t.co/Wn2uKg6lNR",12,18,FALSE,0,RepBrianMast9.89e+174/24/2018 22:58,jonathan
RepAdams,9.49E+17,1/3/2018 19:13,11/29/2018 12:09,"HALF of American children ages 3 and under depend on #CHIP or Medicaid for their health insurance. They don't deserve to live in limbo. Congress must prioritize the passage of a long term funding solution for CHIP this year.

https://t.co/PqWdcEigWq",8,8,FALSE,0,RepAdams9.49e+171/3/2018 19:13,jonathan
RepRickLarsen,8.24E+17,1/23/2017 22:08,12/6/2018 13:29,I was there on the stand. It started raining when he started talking https://t.co/7EYHniJfpi,6,11,FALSE,0,RepRickLarsen8.24e+171/23/2017 22:08,jonathan
RepRichHudson,7.74E+17,9/9/2016 3:47,11/29/2018 22:54,Unbelievable call! Helmet-to-helmet and you call grounding? #panthersvsbroncos #thugs #NFL Go  @Panthers,5,11,FALSE,0,RepRichHudson7.74e+179/9/2016 3:47,jonathan
RepCuellar,7.32E+17,5/16/2016 22:17,11/29/2018 18:25,Today I spoke on House floor on leg I worked with @JohnCornyn on to permanently extend Starr-Camargo Bridge charter: https://t.co/w1yRGEvo2C,1,4,FALSE,0,RepCuellar7.32e+175/16/2016 22:17,jonathan
RepGallagher,8.29E+17,2/7/2017 23:40,11/28/2018 17:02,I had the opportunity @HouseHomeland this morning to question Sec. Kelly on confronting the problem of domestic radicalization. https://t.co/8OSe5gPp33,3,5,FALSE,0,RepGallagher8.29e+172/7/2017 23:40,jonathan
SenatorTester,5.41E+17,12/4/2014 17:20,12/6/2018 14:00,Speaking on the Senate floor now about the need for #postal reform. #USPS,0,0,FALSE,0,SenatorTester5.41e+1712/4/2014 17:20,jonathan
treyradel,6.44E+17,9/16/2015 0:13,12/9/2018 15:53,"Anytime! Again, great read! Excited to delve into more of your work and see new stuff!  https://t.co/2K8YZlPocK",0,0,FALSE,0,treyradel6.44e+179/16/2015 0:13,jonathan
RepChrisGibson,3.26E+17,4/22/2013 17:47,11/28/2018 17:16,"RT @RepRichardHanna: Hosting bipartisan NY Defense Working Group mtg w/ NY Nat Guard, colleagues incl @RepChrisGibson &amp; @RepChrisCollin‚Ä¶",2,0,FALSE,0,RepChrisGibson3.26e+174/22/2013 17:47,jonathan
RepKevinCramer,8.65E+17,5/19/2017 1:13,11/28/2018 15:13,"RT @chrisbergPOVNOW: . @RepKevinCramer talks with us about Russia probe, James Comey, and more
https://t.co/dh7NqBuyqi",4,0,FALSE,0,RepKevinCramer8.65e+175/19/2017 1:13,jonathan
RepRichardNeal,9.67E+17,2/24/2018 2:01,11/28/2018 22:17,This is welcome news. My colleagues and I on the Friends of Ireland Caucus sent a letter to President Trump just yesterday urging this very important move.  https://t.co/F78gnSVlAU,7,12,FALSE,0,RepRichardNeal9.67e+172/24/2018 2:01,jonathan
JoyceBeatty,2.18E+17,6/28/2012 15:14,11/28/2018 10:37,#UPHELD I'm so excited. Thank you @BarackObama!,0,0,FALSE,0,JoyceBeatty2.18e+176/28/2012 15:14,jonathan
RepBradWenstrup,6.47E+17,9/23/2015 13:07,11/30/2018 8:46,"Great story about the #HonorFlight from Cincinnati yesterday. First all female Honor Flight ever! 
Thank you veterans
http://t.co/SFhM5Rg01l",23,28,FALSE,0,RepBradWenstrup6.47e+179/23/2015 13:07,jonathan
FrankPallone,9.70E+17,3/3/2018 18:36,11/30/2018 3:26,"""""""""We state clearly and boldly to our elected officials: Take action and share the responsibilities we have as school leaders to protect our students, and to support their emotional and physical wellbeing at school,"""""""" the group said in the letter.
https://t.co/RnglFeo4t4",6,12,FALSE,0,FrankPallone9.7e+173/3/2018 18:36,jonathan
repdonnaedwards,4.38E+17,2/24/2014 15:45,12/6/2018 13:02,"Cheers to my friend, @john_dingell an amazing servant leader. I have learned so much from your deep respect for the institution. Thank you.",1,0,FALSE,0,repdonnaedwards4.38e+172/24/2014 15:45,jonathan
RepDWStweets,3.57E+17,7/16/2013 19:31,11/30/2018 8:44,"Happy Birthday @RepTimRyan, representing #Ohio in #Congress! No longer in your 30s, welcome to the ‚ÄúSomething‚Äù crowd! http://t.co/V9xesK3h3y",0,0,FALSE,0,RepDWStweets3.57e+177/16/2013 19:31,jonathan
DarrellIssa,3.14E+17,3/19/2013 3:09,12/6/2018 12:01,"You're welcome. RT @EliRubenstein Hey, thanks for following me today!",2,2,FALSE,0,DarrellIssa3.14e+173/19/2013 3:09,jonathan
DWStweets,13929172016,5/13/2010 18:58,12/6/2018 12:13,Met in the Capitol today w/ Broward realtors to discuss housing issues important to So. Fla. http://twitpic.com/1nhcrd,1,0,FALSE,0,DWStweets139291720165/13/2010 18:58,jonathan
PRyan,8.32E+17,2/16/2017 16:22,11/29/2018 0:03,"My friend, @Duffy4Wisconsin, made a decision that works for his family. He will continue to be a valuable leader &amp; great rep for WI-07.",15,70,FALSE,0,PRyan8.32e+172/16/2017 16:22,jonathan
ChuckGrassley,8.55E+17,4/20/2017 14:12,11/29/2018 21:39,"Tour + Q&amp;A at Puck Custom Enterprises in Manning. 25ppl issues: healthcare, bipartisanship, tax‚Ä¶ https://t.co/IpbDKiBZmX",3,9,FALSE,0,ChuckGrassley8.55e+174/20/2017 14:12,jonathan
KamalaHarris,6.95E+17,2/3/2016 22:47,12/6/2018 12:31,"Thank you, @CATeachersAssoc, for your endorsement! Can‚Äôt wait to continue our work to ensure every CA child has a high-quality #education.",10,22,FALSE,0,KamalaHarris6.95e+172/3/2016 22:47,jonathan
NitaLowey,7.28E+17,5/4/2016 16:34,11/30/2018 1:27,"RT @chelliepingree: Dems agree: Time to act, @SpeakerRyan! // HuffPo: Most Americans Think Gov Could Do More To Stop Opioid Epidemic <U+2192> http‚Ä¶",48,0,FALSE,0,NitaLowey7.28e+175/4/2016 16:34,jonathan
WestermanAR,7.58E+17,7/26/2016 12:24,11/29/2018 2:21,I'll be on the @DaveElswickShow for the full hour tonight at 5 pm. I hope you'll join me @ 96.5FM or online @ https://t.co/bCubMTNJob. #arpx,2,0,FALSE,0,WestermanAR7.58e+177/26/2016 12:24,jonathan
JohnKDelaney,7.66E+17,8/17/2016 17:04,11/29/2018 18:54,Appreciate your hard work on a hot day! https://t.co/vju65s29kw,0,1,FALSE,0,JohnKDelaney7.66e+178/17/2016 17:04,jonathan
SenBlumenthal,8.43E+17,3/19/2017 14:45,12/6/2018 14:00,Joining MSNBC's @AriMelber tonight at 5pm to discuss this week's #SupremeCourt hearings. Hope you'll tune in!,19,110,FALSE,0,SenBlumenthal8.43e+173/19/2017 14:45,jonathan
RepJayapal,9.77E+17,3/23/2018 22:00,12/6/2018 13:14,"""""""""We want to feel safe and that's something there shouldn't be a debate about.""""""""

Today, I met with unbelievable stud‚Ä¶ https://t.co/K79ON7H4j4",24,101,FALSE,0,RepJayapal9.77e+173/23/2018 22:00,jonathan
ReElectNydia,1.05E+18,10/1/2018 23:15,11/29/2018 1:50,"I'm proud to join together with Puerto Rican leaders across the nation to endorse @AndrewGillum! As Governor of Florida, Andrew will treat our fellow citizens with respect and dignity.",1,10,FALSE,0,ReElectNydia1.05e+1810/1/2018 23:15,jonathan
CongressmanHice,1.01E+18,6/27/2018 15:51,11/28/2018 18:16,"HAPPENING TODAY! Stop by 1334 Longworth House Office Building at 1 p.m. to hear the empowering story of Heidi Floyd, a #GA10 native who battled cancer during her pregnancy. Come learn about resources for support and decision-making from a panel of experts. https://t.co/dsDVIikkiP",4,2,FALSE,0,CongressmanHice1.01e+186/27/2018 15:51,jonathan
DarrenSoto,4.09E+17,12/5/2013 15:01,11/29/2018 0:49,"Florida will need to reexamine school security in the wake of the West Orange High School shooting. #sayfie
http://t.co/XytmbT1NZk",0,0,FALSE,0,DarrenSoto4.09e+1712/5/2013 15:01,jonathan
