,screen_name,text,date,retweets,favorites,polarizing,chamber,party
9,allysonschwartz,RT @jmgulash: I happily cast my vote for @allysonschwartz today!  #pagov #pagovrace,2014-05-20 20:06:00,1,0,0,House,D
10,RepCunningham,"This morning I spoke on the House floor about a very remarkable group of young children, the James Island Ocean Actkidvists, who successfully lobbied the Charleston and James Island city councils to ban single-use plastics. Thank you Betty, Louis, Mekena, and Liam! https://t.co/XpjxAB8ZdD",2019-01-30 14:31:00,209,704,0,,
92,RepRWilliams,"What are you doing this morning? #TX25

@austin360

https://t.co/XWzfZpZ2tE",2018-07-14 13:12:00,2,5,0,House,R
119,SenatorTimScott,"Whether it is in a big city or small town, the #SenateOpportunityCoalition is committed to bringing the issue of poverty to the forefront.",2017-04-13 22:03:00,24,140,0,Senate,R
64,KatieHill4CA,"RT @swingleft: Extraordinary times call for extraordinary candidates. Proud to stand with 1st-time House candidates like: 
@HoulahanforPA
@…",2018-09-01 16:49:00,83,0,0,,
51,TomGravesGA14,"Catoosa Rotary speech, meeting with supporters in Ringgold, meeting with Coach Mac Ministries, Dalton Fundraiser now...great day!",2009-09-22 21:48:00,0,0,0,,
75,RepYvetteClarke,I'm honored to join the talented students at P.S. 327 in Brownsville for Career Day! https://t.co/FATwTGVJjf,2017-06-02 16:01:00,2,17,0,House,D
35,SenBillNelson,VA has confirmed it is making beds available to Florida residents affected by Irma.,2017-09-14 18:18:00,66,208,0,Senate,D
61,RepCummings,Where does all of this end? When you have toddlers sitting around a room crying for their mom or dad.,2018-06-20 11:31:00,2814,9891,0,House,D
94,SenatorIsakson,RT @VAChair: The ‘VA MISSION Act’ expands eligibility for @DeptVetAffairs Program of Comprehensive Assistance for Family Caregivers to vete…,2018-11-07 22:00:00,4,0,0,Senate,R
114,marcorubio,"“Your wife Elizabeth will bear you a son &amp; you shall name him John...He will go before him in the spirit &amp; power of Elijah to turn the hearts of fathers toward children &amp; the disobedient to the understanding of the righteous to prepare a people fit for the Lord.”

Luke 1: 13,17",2018-12-19 10:32:00,241,1373,0,Senate,R
15,ElectFrench,Enjoying @Thenlrchamber luncheon and the informative Larry #Ross remarks in honor of #BlackHistoryMonth. @lrchamber @ATT #familyhistory,2014-02-07 18:44:00,0,0,0,,
135,SenMikeLee,RT @SenLeePressSec: .@SenMikeLee will be up next to ask questions in SASC hearing on U.S. European Command Programs and Budget: http://t.co…,2015-04-30 14:15:00,6,0,0,Senate,R
9,CarolynBMaloney,"Pleased 2 join EMCOR's PInk Hard Hat Ribbon to raise awareness re #breastcancer. Protect yourself, get screened today http://t.co/6RsHlOAnOt",2014-10-07 20:25:00,1,1,0,,
174,HillaryClinton,"RT @nytimes: The front page of The New York Times, Nov. 5, 2016 https://t.co/jqstjvHjAk",2016-11-05 15:02:00,4516,0,0,Senate,D
47,chiproytx,What ramifications?  Freedom? https://t.co/j4qr8oaIIL https://t.co/LHBTOW7hJ2,2019-10-15 02:53:00,217,687,0,House,
28,LuetkemeyerB,As we predicted: #Obamacare mandates are causing businesses to cut jobs. RT if you agree we must repeal this law. http://t.co/gqlwkC5plL,2014-09-16 12:33:00,2,0,1,,
86,amyklobuchar,I want to protect people with pre-existing conditions. I want to make sure everyone has access to health care. And I want to do it as quickly as possible #KlobucharTownHall,2019-05-08 22:47:00,225,1334,0,Senate,D
20,jameslankford,"If you are coming to the Tecumseh v Seminole football game (where I am) turn around, we have a huge storm headed our way!",2012-09-08 01:20:00,2,0,0,Senate,R
88,CongHuelskamp,My two boys ready for me to take them to their first day of school this morning #B2S http://t.co/wAzfMgvcNZ,2015-08-19 16:51:00,2,12,0,House,R
165,SenTedCruz,People need jobs. All of America needs to be a real 'Promise Zone' http://t.co/nbW09xQhSb,2014-01-09 20:48:00,466,194,0,Senate,R
26,repdavidscott,"RT @HenryNeighbor: Saturday: Congressman #DavidScott to honor #HenryCounty, #FultonCounty #CobbCounty students who want to serve their coun…",2018-02-03 11:34:00,7,0,0,House,D
74,RepReneeEllmers,"I was sad to learn of the passing of my dear friend, mentor, and dedicated public servant, Howard Coble. https://t.co/zzQvkVUFT4",2015-11-04 14:12:00,0,0,0,House,R
96,repbenraylujan,"Celebrating #NationalInternDay with the fantastic interns in my Washington office! With young people like these, our future is incredibly bright. 

Thank you for your service, team - I’m inspired by your passion and dedication to serving #NM03. https://t.co/cJk9e8NPLF",2019-07-25 16:36:00,0,10,0,House,D
81,JayInslee,3/ The call for a #ClimateDebate started with — and has always been led by — grassroots activists.,2019-06-11 20:29:00,6,40,0,House,D
137,RepAdams,@cedricrichmond,2019-03-06 01:38:00,0,0,0,House,D
46,BurrForSenate,Our veterans fought for our freedoms. I will always fight for them https://t.co/fTfSaslhuO #ncsen,2016-10-24 16:31:00,3,1,0,,
40,ChrisCoons,Proud to join Republican @senrobportman on amendment to increase college access for low-income students #ESEA http://t.co/SN6rvx3Rkx (1/2),2015-07-10 13:32:00,4,4,0,Senate,D
13,CartwrightPA,"Had a great breakfast meet and greet in Luzerne County with former commissioners, current council members and... http://t.co/3IJgBdp8",2012-02-18 15:06:00,1,0,0,,
126,RepBradWenstrup,About to go on @FOX19 w/ @FOX19Kara and @FOX19Rob to preview tomorrow's #StateoftheUnion address. https://t.co/EtvupDNQ3N,2016-01-11 12:46:00,5,1,0,House,R
49,RichHudson,@JMartin198001 Welcome! You can register at the Board of Elections in your county.,2013-12-03 03:27:00,0,0,0,,
4,MaxRose4NY,I don’t recommend it. https://t.co/J2L0pfNx5S,2018-10-30 20:35:00,15,119,0,,
20,HaleyLive,"RT @SenGaryPeters: On Yom HaShoah #WeRemember the 6 million Jews who were murdered by the Nazis during the Holocaust.

The devastating shoo…",2019-05-02 22:27:00,45,0,1,,
42,SenatorReid,"RT @metroweekly: Reid confident of ENDA Senate passage, blasts House intransigence http://t.co/CGKq2vsJhb (Poliglot)",2013-11-06 19:04:00,4,0,0,Senate,D
27,reschenthaler,"Thank you, Pleasant Hills Republican Committee on the endorsement!  Glad a hometown guy received the honor!",2013-04-03 02:48:00,0,0,0,House,
24,TomCottonAR,"Stopping European companies from rushing into Iran is a feature, not a big, of US policy. https://t.co/sLdgvFzjAH",2018-06-06 12:29:00,16,54,0,,
7,RepOHalleran,My staff attended the ribbon cutting this weekend for a new firefighting facility at Ft. Huachuca. Read more: https://t.co/TtiOOGnAUE #AZ01 https://t.co/YcDwTJljBc,2017-05-01 20:29:00,0,0,0,House,D
40,RepAlLawsonJr,RT @UNCF: UNCF VP of Public Policy and Government Affairs on the campus of @FAMU_1887 with @RepAnthonyBrown @RepAdams and @RepAlLawsonJr fo…,2018-03-28 17:38:00,12,0,0,House,D
32,BettySutton,It's time we stop hollowing out our public schools by siphoning money away just to give to for-profit charter schools that play by different rules and don't perform. https://t.co/SKI2lTvLkS,2017-12-26 15:42:00,7,15,1,House,D
6,mad4pa,"RT @LizforPA: Another afternoon filled with excitement, energy, and enthusiasm in the 61st district! Thank you @mad4pa for kicking off our…",2018-11-04 18:38:00,15,0,0,House,
77,SpeakerRyan,RT @RepMcSally: Republicans have worked to reform our outdated tax code and roll back burdensome regulations. Today's strong GDP report of…,2018-07-27 17:32:00,87,0,0,House,R
22,RepTenney,"2/3 However, my commitment to government reform does not change the fact that I represent a region that has been left behind for too long",2017-05-24 13:22:00,1,1,0,House,R
56,OrrinHatch,"Senate is currently voting on the D's Balanced Budget Amendment, which would require tax increases to balance the budget. I don't support it",2011-12-14 16:22:00,6,0,1,,
50,CongressmanRaja,Visit https://t.co/HxXr5W7YED for more information! https://t.co/SN8mvDqXIs,2018-08-10 19:57:00,2,2,0,House,D
136,dinatitus,#TeamTitus riding in the #PRIDEparade in #DTLV w/@HRC_LASVEGAS #OnlyInDistrict1 ❤️💛💜💙💚 #LoveTrumpsHate https://t.co/U8o3oTORoW,2016-10-22 05:00:00,4,6,0,House,D
38,RepGraceMeng,Fun time in #Glendale exercising with kids from the #Ridgewood YMCA’s “Fit Kids” program. https://t.co/GjWrFI2szU #Queens https://t.co/PzmYYLQ366,2017-08-22 00:11:00,3,17,0,House,D
71,claudiatenney,"RT @SarahHuckabee: I launched a new website today - check it out and sign up for updates:
https://t.co/0U6urYAJoj",2019-08-26 15:25:00,4361,0,0,House,R
103,RoKhanna,"RT @WaPoSean: The government might be gridlocked, the electorate divided, but America’s innovators seemed to promise a relatively pain-free…",2019-04-21 15:58:00,8,0,1,,
36,RepVeasey,"84 years ago, FDR signed the Social Security Act of 1935 into law. Today, this law provides lifesaving benefits to millions of Americans and their families. We need to protect Americans’ Social Security benefits, not cut them. #SocialSecurity84 https://t.co/fzYMiOKdRC",2019-08-14 16:51:00,3,10,1,House,D
86,DrPhilRoe,Great discussion today. Thank you again to everyone that participated! #FWRoundtable,2013-03-19 17:27:00,0,0,0,House,R
51,JaredHuffman,@RepSeanMaloney @ThisWeekABC @RepChrisStewart @StateDept @SecPompeo Nice work counselor!,2019-11-17 18:05:00,0,2,0,House,D
59,Perduesenate,Enjoy your Memorial Day weekend. God bless those who’ve laid everything on the line to protect our freedom. #gagop http://t.co/kYKzuJ58X5,2013-05-24 14:59:00,5,3,0,,
100,BettyMcCollum04,My deepest condolences go out to the families and loved ones of the U.S. servicemembers who lost their lives in Syria today. https://t.co/Y5utsAAADd,2019-01-16 17:26:00,1,9,0,House,D
113,RepTerriSewell,There’s only 6 days left to enter our Facebook cover photo contest! Send your favorite photo of the 7th district to sewellcoverphoto@gmail.com for a chance to be featured as my FB cover photo. Check out this awesome submission of @FromTheHilltop’s EcoScape by Cameron Carnes! https://t.co/JJWX964DFG,2019-07-17 22:21:00,0,0,0,House,D
4,RepBonamici,America was founded on principles of religious freedom and welcoming immigrants. Turning our backs now is dangerous. #NoBanNoWall,2017-01-25 21:26:00,49,122,1,House,D
120,tedcruz,AMARILLO! Thank y'all for coming out on Halloween night! #KeepTexasRed https://t.co/6ynSYOha5C,2018-11-01 01:19:00,605,2080,0,Senate,R
125,CongressmanHice,Attn #GA10 students– Are you interested in a world-class education while serving our country? Come learn the ins and outs at my Academy Day. https://t.co/z2sbEDoshJ,2017-08-01 18:31:00,7,6,0,House,R
159,kyrstensinema,"During #NationalSuicidePreventionMonth, learn about actions we can take to prevent suicide: https://t.co/GZJh9BPCWW. If you're in crisis, call 1-800-273-8255.",2019-09-27 14:00:00,31,80,0,House,D
91,RepMcEachin,"RT @RepBonamici: Our inaction to address the #ClimateCrisis disproportionately affects people of color, children, seniors, low-income famil…",2019-06-26 21:42:00,14,0,0,House,D
135,RepTimRyan,"I am committed to working with the President and my colleagues in Congress to craft and implement a cohesive national manufacturing policy, one that makes our economy work for American workers--especially those in my congressional district.",2018-12-04 16:47:00,2,17,0,House,D
133,McCaskillOffice,"15. @clairecmc launched a statewide #CollegeCosts tour to find solutions for #studentdebt &amp; #collegeaffordability:

https://t.co/mPfP0Mpd6n",2016-12-31 23:52:00,1,3,0,,
142,Douglas_Collins,"""Governor Deal is a dear friend and most importantly he is a resident of the 9th District,"" Collins said. ""Nobody... http://t.co/5hXHzAFn",2012-08-18 14:09:00,1,0,0,,
129,cathymcmorris,Did you see this?→ “The U.S. economy put on its party hat in the spring and it’s still tooting its horn loudly.” https://t.co/CPbhiFo29y,2018-10-22 18:45:00,9,22,0,House,R
47,RepAdamSchiff,Will be talking with @RichardLui on MSNBC around 11 am PST/2 pm EST about the latest in #LAX shooting and #NSA programs. Hope you can watch!,2013-11-02 15:44:00,6,2,0,House,D
105,SenatorEnzi,"RT @BudgetGOP: Since 1977, Congress has used 173 temporary spending bills to fund
govt. for 1/2 the year. https://t.co/tMtM1d13HL https://t…",2016-04-13 21:33:00,2,0,0,Senate,R
103,SenStabenow,"Amazing news – congratulations @MRCCUnion Joint Apprenticeship and Training Fund on your new facility!
https://t.co/M6hbyDplFl",2019-03-06 15:19:00,7,18,0,Senate,D
165,DanaRohrabacher,"@elwhiteym Issa has subpoena power needed, if Speaker wants bipartisan select comtee it may be focused but not be as aggressive as Issa.",2013-06-09 05:53:00,3,1,1,House,R
59,SenFranken,"This cruel, inhuman treatment amounts to torture. I believe that one of the primary authors of the Bush Admin's torture program—one of the darkest periods of our history—doesn’t deserve another opportunity to make decisions on behalf of our country. https://t.co/VtqAFPn7WL",2017-11-14 20:55:00,176,684,1,,
39,davidjtrone,"RT @kojoshow: ""I have connectivity. I was the largest donor to @TheDemocrats last year,"" – @davidjtrone https://t.co/Oa5Vn1i45x",2016-03-25 16:33:00,3,0,0,House,
103,BobMenendezNJ,RT @cthagod: Did you miss @bobhugin on @breakfastclubam this morning???? Well here you go!!!! https://t.co/nirE8slESY,2018-11-05 20:38:00,5,0,0,,
8,GabbyGiffords,"We know how to solve this problem. Congress can protect kids in their classrooms, in the cafeteria, and on the playground - but to do that they must strengthen our gun laws. https://t.co/bt0zkrBAcy",2018-01-23 18:05:00,902,2627,0,House,D
16,repjoecrowley,"Our plan will raise the incomes of workers, create millions of good-paying jobs, lower day-to-day costs for families,... 4/",2017-07-24 21:13:00,1,4,0,House,D
62,LorettaSanchez,The #NSA &amp; intelligence community should hold briefings for ALL Congressmembers throughout this process; convo cannot be had in the shadows.,2013-08-09 20:59:00,3,2,0,House,D
28,SenJohnHoeven,"While not everyone could be awake for it, I had a good meeting with Janie &amp; Travis from #NewTown about ensuring our children have access to quality health care &amp; services to help them develop. https://t.co/4hEhzTOedJ",2018-05-08 20:45:00,2,4,0,Senate,R
141,SenCapito,Check out this livestream of the first #AllWomanSpacewalk! 🇺🇸💫🚀 #WomenInSTEM https://t.co/9QDXgw8nrJ,2019-10-18 14:00:00,4,13,0,Senate,R
92,RepJaredPolis,"We have a #bordercrisis &amp; students drowning in debt, but @SpeakerBoehner is wasting millions suing the president #DoYourJobHouseGOP",2014-07-30 20:13:00,58,28,1,House,D
66,ConnieMackIV,You first. RT “@SuperNola1: @ConnieMackIV Man stfu”,2013-03-06 05:30:00,4,3,0,House,R
28,CatherineForNV,Only DC politicians could refuse to do their jobs &amp; still get paid. #SCOTUSnominee deserves a fair hearing. https://t.co/zJPIBTm7gw #NVSen,2016-03-16 16:04:00,15,9,1,,
81,ChrisMurphyCT,"Yesterday the Trump DOJ launched a full fledged assault on every single part of the Affordable Care Act - the 30m who have insurance, the protections for preexisting conditions.

EVERYTHING.

And they’re hoping you will be so distracted by Mueller that you won’t notice or care.",2019-03-26 13:41:00,7572,14649,1,Senate,D
96,marcorubio,Mañana será un día muy bueno (e importante) para la democracia y el orden constitucional en #Venezuela.,2019-01-22 22:13:00,11376,18528,0,Senate,R
62,RepAnnaEshoo,"Urging Chrysler to better warn its customers about the ""Jeep Death Wobble"" problem. http://t.co/nqGG6G6E",2012-07-05 18:06:00,0,0,0,House,D
0,SenPatRoberts,Another great win from Wichita's @NicoTheBoxer yesterday! Now headed to the boxing quarterfinals tomorrow. #Rio2016 https://t.co/KAEPqWjCd0,2016-08-09 15:24:00,5,11,0,Senate,R
61,RogerWicker,Become a citizen co-sponsor and join me in supporting @POTUS @realDonaldTrump &amp; his efforts to rein in the @EPA. https://t.co/3kwUSrekYW,2017-03-10 02:00:00,2,9,1,,
188,RepKarenBass,"111 days ago Republicans passed the #GOPTaxScam – exploding deficits by $1.5 trillion. TODAY, they will vote to mandate a ""balanced budget"" via trillions in cuts to Medicare, Soc. Security &amp; Medicaid. Hypocrisy doesn’t begin to cut it. I'll be voting NO.

https://t.co/jSD5sjrKDD",2018-04-12 20:35:00,36,58,1,House,D
26,BillOwensNY,"RT @ChadPergram: Rep. Bill Owens (D-NY) to reimburse sponsor of Taiwan trip expenses ""out of an abundance of caution."" Trip was cleared  ...",2012-05-11 18:10:00,3,0,0,House,D
69,repgregwalden,@RTHTGakaRoland ur right...and u can hear the arms breaking all over Capitol Hill!,2010-03-17 11:13:00,0,0,0,House,R
11,lutherstrange,The protection of our citizens is foremost in my mind and the primary focus of my office. http://t.co/KlUWlhxjsT,2014-10-08 14:41:00,1,0,0,Senate,R
7,Douglas_Collins,RT @CodyHall09: Huge crowd in Dawsonville this morning to welcome @BrianKempGA and kick off the Putting Georgians First Bus Tour! @Douglas_…,2018-10-01 13:19:00,23,0,0,,
115,SenRonJohnson,Curious about @SenRonJohnson’s #SOTU guest? Click here:  https://t.co/DmlVxDTaMR https://t.co/5uEchw6Ize,2016-01-13 01:50:00,6,4,0,Senate,R
16,RepLynch,"RT @JohnASwenson: No fear. I am delivering stickers &amp; nom papers for @lynchforsenate in Southie by skis...yes, you heard me correctl ...",2013-02-08 19:37:00,4,0,0,,
51,SenatorKirk,"You deserve action &amp; accountability from elected officials. I traveled 2,000+ miles during my #AugustofAction. VIDEO: http://t.co/XwjPFDrarB",2014-09-20 20:00:00,1,1,0,Senate,R
34,RepJimMatheson,"On the 69th anniversary of D-Day, let us take a moment to honor those who made the ultimate sacrifice for the freedom of our great nation.",2013-06-06 16:14:00,2,1,0,House,D
22,RepTedLieu,Applaud @SenBobCorker &amp; @SenatorCardin for working together to evaluate presidential authority to use nuclear weapons. Launching a weapon that can kill millions of people instantly in a nuclear first strike is an indisputable act of war. #NoFirstUse https://t.co/apWxefAkxF,2017-11-14 17:46:00,113,350,0,House,D
64,Tim_Walz,Happy Independence Day. https://t.co/vetgiltkuy,2018-07-04 19:58:00,12,48,0,,
61,RepJeffDuncan,"@BonhamKris @AmericanAir Right Kris. So do other airlines - so, where is difference? Also: customer service in baggage claim at DCA were rude,evasive &amp; misleading",2017-10-10 17:45:00,1,1,1,House,R
49,BarbaraBoxer,"Instead of $5 billion on the wall, we can put those funds to fighting cancer. We spend far less now. #SOTU",2019-02-06 03:01:00,54,211,0,,
27,JohnKDelaney,RT @YoungDemsofMD: Congratulations to @JohnKDelaneyJKD on winning the @WesternMDDems today. #MDpolitics #mddems,2017-05-02 14:55:00,2,0,0,,
17,SenatorBurr,Our thoughts and prayers are with our friends in Norway as they respond to today’s terrorist attacks.,2011-07-22 20:20:00,5,1,0,Senate,R
77,senorrinhatch,"Over the weekend Democrats seized on comments from Judge Kavanaugh from 1999 about SCOTUS's unanimous ruling in US v Nixon, in their latest desperate attempt to tie everything he has ever said or written about executive power to the Mueller investigation.",2018-07-23 17:31:00,48,146,1,Senate,R
55,Raul_Labrador,"Meet me in today Eagle at 9 am, Wild West Bakery, 83 E State St; or 2 pm, Meridian City Hall. Talking solutions. https://t.co/z2LZ9PDtBy",2016-08-03 13:08:00,1,3,0,House,R
127,carloslcurbelo,This @realDonaldTrump movie is getting old and boring. He's clueless. Time for this guy to exit stage left. #CNNDebate,2015-09-17 02:03:00,6,12,1,House,R
87,DWStweets,"Last night, a candidate who is defined by his racism, his misogyny, and his violent language came in first in the Republican #NHPrimary.",2016-02-10 16:44:00,68,121,1,House,D
17,RepRatcliffe,Skyrocketing #Obamacare premiums will be devastating for American families. That's why House Republicans have proposed a #BetterWay. https://t.co/DsN1SQU1dS,2016-10-27 13:14:00,99,107,0,House,R
83,SenStabenow,@miamericorps We need you to keep sharing stories about ways #Trumpcare would hurt you or your family! #AmericaSpeaksOut,2017-07-11 19:43:00,45,81,1,Senate,D
120,RepDavid,I will be on the floor now to talk about veterans' mental health and suicide prevention. Tune in to CSPAN!,2018-09-13 20:56:00,1,6,0,House,R
134,SenBobCorker,Corker Statement on President Obama’s Announcement on #Iraq http://t.co/JwNfIY5ETM,2014-08-08 15:44:00,6,0,0,Senate,R
93,JacksonLeeTX18,"Listen to me live on @Majic1021, as I talk to Dr. J. Thomas Smith on Sunday Morning Live! https://t.co/Q8VfTj7598",2017-03-05 15:53:00,4,12,0,House,D
82,RepLoisCapps,Sent letter to @BarackObama urging support of strong @EPAgov #mercury standards to protect our health of our kids http://t.co/C2r0mlOZ,2011-12-14 20:28:00,2,0,0,House,D
45,PRyan,"Good luck to WI’s 1st District teams, @GHS_Learns &amp; @franklinsabers. They play for the WIAA football championships tonight at Camp Randall.",2013-11-22 14:51:00,39,26,0,,
26,SenJeffMerkley,"Mom in Oregon City whose daughter competed in #SpecialOlympics: “For most of these kids, these events are the only time anybody has ever cheered for them. How could @BetsyDeVosED take that away from them?”
 
This despicable proposal should have never seen ink.",2019-03-29 17:28:00,229,940,1,Senate,D
61,SenatorKirk,Working w/ Mark Filler &amp; @jordanmfiller fdn to combat #heroin abuse &amp; make life-saving naloxone more available in IL https://t.co/lF6XUCbpIp,2016-04-12 17:00:00,2,4,0,Senate,R
114,SenWhitehouse,The plot thickens. @realDonaldTrump leans in to blow up bipartisan agreement as @SenateMajLdr says last chance. https://t.co/VFVt0pfvS4,2018-02-15 19:39:00,81,95,1,Senate,D
35,Ann_Kirkpatrick,"RT @azdemparty: . @Ann_Kirkpatrick was born and raised in rural Arizona, moved to Tucson to get her college education, and has performed a…",2018-10-10 02:07:00,37,0,0,House,D
101,PatrickMcHenry,RT @jonallendc: ALERT: @GOPleader and @PatrickMcHenry talk 21st Century US leadership on @sidewireinc at 6:10 pm ET. Follow here: https://t…,2016-03-09 19:44:00,1,0,0,House,R
44,SenBooker,RT @TIME: .@CoryBooker says @RepJohnLewis has shown “that leadership isn’t a title or position but a way of life” #TIME100 https://t.co/3eu…,2017-04-20 16:48:00,296,0,0,,
115,jasonaltmire,RT @businessinsider: Dollar Tree is being accused of importing potentially unsafe drugs from China despite being warned by the FDA https://…,2019-11-15 15:41:00,12,0,0,House,D
41,JahanaHayesCT,"RT @nytimes: Jahana Hayes, a former ""Teacher of the Year"" won her primary in Connecticut on Tuesday. We spoke to her this week about what i…",2018-08-15 10:43:00,379,0,0,,
121,RepGraceMeng,"RT @SKWAdvocate: #Queens Parents: Stop by @RepGraceMeng Kids #Safety Day fair in Queens, Safe Kids Queens will be there! More info: http://…",2015-09-20 14:21:00,2,0,0,House,D
9,VoteMarsha,It’s an honor and a privilege to be able to cast my early vote surrounded by friends and family. Tomorrow is the last day to early vote and I’m asking for yours. Cast your ballot early to make your voice heard — visit https://t.co/n4jR7zEO3v to find your early voting location. https://t.co/pyQIwMwJPf,2018-10-31 16:19:00,63,125,0,,
1,RepMcCaul,RT @DavidVitter: .@McCaulPressShop joining our #NoExemption fight. Support to end special #Obamacare subsidy for Congress is growing. http:…,2013-09-26 18:22:00,47,0,1,House,R
97,standwithraul,"I am firmly against Trump’s proposal to raise entry prices at some of our National Parks. These spaces should be for all - not just the rich. 
https://t.co/hM09OV2YuB",2017-11-22 22:45:00,11,28,1,House,D
16,JerryMoran,RT @SenateCommerce: Read @Yahoo's response (https://t.co/1qwgY2hZ9N) to the committee's inquiry letter (https://t.co/vdEkZRZFCu) on data se…,2017-02-24 19:00:00,2,0,0,Senate,R
13,RepSires,Welcoming @Citizens4Space today,2016-05-25 18:22:00,0,1,0,House,D
76,RepDianaDeGette,A willfully feeble @StateDept attempt to review effects of Trump’s expanded #GlobalGagRule. It’s not comprehensive or transparent; consultation with stakeholders was minimal. These policies harm women &amp; families worldwide and should be treated accordingly. https://t.co/fpn11zwyNz,2018-02-07 23:34:00,18,29,1,House,D
54,TeamCornyn,"""People are listening"" to our efforts to #KeepItRed. Check it out! http://t.co/DD7q2GeaUF",2014-06-25 15:25:00,0,0,0,,
133,RepKevinBrady,"I didn't like big parts of the new Budget agreement. 

In the end, I choose to stand with @realDonaldTrump, our American military families &amp; the innocent unborn. 

#BacktheTroops  #NoTaxpayerFundedAbortion https://t.co/3j8f2h00pY",2019-07-25 22:48:00,21,56,1,House,R
154,KYComer,RT @Klseba: A little #TeamComer love from Sebastian Farms today! #TeamComerSnowDay @gingerhw http://t.co/mHrXhKzIwB,2015-02-17 02:18:00,6,0,0,House,R
34,LindseyGrahamSC,"""Put Lindsey Graham in the main debate against Donald Trump already!"" https://t.co/Qi23h0c1Nr via @pbump",2015-12-16 17:31:00,28,50,1,,
153,RepLoisFrankel,"ICYMI: @funkybuddhabrew
is getting the nat'l spotlight -- cheers to a great #FL22 business! http://t.co/kPYGRthHbx",2015-09-22 18:00:00,0,0,0,House,D
35,JeffFlake,No small task getting water bill benefitting #AZ thru Congress &amp; to @POTUS. Big win for the state @SenJohnMcCain https://t.co/0ysWiZdHo8,2017-05-09 17:56:00,10,48,0,Senate,R
19,DarrenSoto,"RT @agarciapadilla: Reunido con el senador @SenBillNelson y el congresista @DarrenSoto, discutiendo los retos que enfrentará Puerto Rico en…",2018-02-19 17:43:00,22,0,0,,
24,RepLaHood,#ICYMI I joined a bipartisan group to intro the Keep Physicians Serving Patients Act. Our bill will fix outdated Medicare practices so the needs of patients in rural areas are met. Learn more: https://t.co/VpiFc8xyvH,2019-06-23 15:18:00,1,6,0,House,R
70,RepLoriTrahan,"These art projects carry w/ them a special meaning. Each was made by a student that benefits from federal programs that support school nutrition. I’ll always fight for school nutrition programs and SNAP. 

Thank you to the @WorcCtyFoodBank for your work to support this mission. https://t.co/kKtXlmx4Yo",2019-02-27 23:04:00,0,7,0,,
74,gracenapolitano,Proud to speak out for #LGBT free expression. End intimidation &amp; violence #WeAreWithYou #IDAHOT https://t.co/M7IsXsLaQm,2016-05-17 17:54:00,4,8,0,House,D
0,chuckschumer,"RT @BillNye: Vote for jobs. Vote for the environment. Vote for the future. We can do this, people! https://t.co/5EwQF980P9",2016-11-08 13:36:00,892,0,0,Senate,D
23,RepLloydDoggett,"Watch my July 24th remarks in a Ways &amp; Means trade hearing on what I discussed with @nytimes: That Trump Admin gave a tariff exclusion to a sanctioned Russian oligarch 3 days after the Helsinki summit, while so many American business owners waited for their requested exclusions. https://t.co/TxkP3W7wOY",2018-08-10 14:46:00,26,33,1,House,D
69,RepGwenMoore,WI principals to @GovWalker: YOUR policies hurt OUR schools. His radical agenda is finally getting national attention http://t.co/pvUMN61bPM,2015-08-14 19:00:00,13,7,1,House,D
72,RepJoshG,"I was honored to deliver long overdue service medals to the family of Teaneck World War II veteran, Army Master Sergeant William Witherspoon. https://t.co/KMFTvhviWt",2018-04-03 19:11:00,4,6,0,House,D
26,FrankPallone,"Good discussion on climate change, criminal justice reform, and other major issues at Youth Advisory Council Kickoff in Woodbridge. https://t.co/LmEl1SGskf",2019-02-09 18:23:00,7,18,0,House,D
157,RepDelBene,".@VALAEastside @conginst And a big congratulations to our winner, Nate from Glacier Peak HS! And the runner-ups: Sarah, Rebecca, Conner, Chelsea, and Emily! https://t.co/huBrCgzxKq",2017-04-21 17:17:00,2,5,0,House,D
186,ChrisCoons,Impt read from my friend @JoeBiden. We must stand together to advance the rights of all people. #IDAHOT2017 https://t.co/wUAtpmSA2v,2017-05-17 17:10:00,20,46,0,Senate,D
17,foxxforcongress,"Please take time out of your day to remember those who died on this day which will live in infamy. Pearl Harbor: December 7, 1941.",2010-12-07 19:12:00,0,0,0,House,R
83,LacyClayMO1,"RT @kylegriffin1: ""The most persuasive presence in this briefing was the empty chair.""

Dick Durbin says after the Khashoggi murder briefin…",2018-11-28 19:24:00,1124,0,0,House,D
10,TeamTiberi,"If you haven't heard it, this is the Tiberi for Congress radio ad that is currently running... http://t.co/nZoO8AM0",2012-02-08 22:37:00,3,0,0,,
11,petegallego,"As #PeaceOfficersMemorialDay2018 ends, say a quick prayer for the families of Bobby Deckard, Benjamin Marconi &amp; Miguel Moreno, 3 @SATXPolice officers killed over the last 5 years- &amp; for the families of all peace officers everywhere who died protecting their communities. https://t.co/aeibj4PTX6",2018-05-16 03:59:00,0,3,0,House,D
139,ChrisCoons,The President’s attempt to use the power of the US presidency to get a foreign government to investigate his political rival is completely unacceptable. Mr. Giuliani’s testimony will provide an opportunity to understand key facts &amp; the extent of the Administration’s involvement.,2019-10-08 20:24:00,21,66,1,Senate,D
2,RepMikeHonda,1 more day to submit your #AppChallenge to #CAC15! #CA17students #Coders Your judges are @NASA #CoderDojo https://t.co/zZOlpPGfIk,2016-01-20 22:31:00,2,1,0,House,D
